FECHA;COMP.;CODIGO;CUENTA;CONCEPTO; DEBE ; HABER ;REFERENCIA
30/9/2024;92;5131005;Bono de Alimentación                     ;2da quincena mes 09-2024;5.860,80;;Nom
30/9/2024;92;5131008;Prestaciones Sociales-Antiguedad               ;2da quincena mes 09-2024;109,2;;Nom
30/9/2024;92;5131009;Vacaciones                                        ;2da quincena mes 09-2024;21,66666667;;Nom
30/9/2024;92;5131010;Utilidades;2da quincena mes 09-2024;43,33333333;;Nom
30/9/2024;92;5131012;Aporte IVSS;2da quincena mes 09-2024;57,2;;Nom
30/9/2024;92;5131013;Aporte I.N.C.E                                    ;2da quincena mes 09-2024;10,4;;Nom
30/9/2024;92;5131014;Aporte FAOV                                     ;2da quincena mes 09-2024;10,4;;Nom
30/9/2024;92;2131002;Retenciones IVSS Empleados;2da quincena mes 09-2024;;20,8;Nom
30/9/2024;92;2131003;Retenciones SPF Empleados;2da quincena mes 09-2024;;2,6;Nom
30/9/2024;92;2131004;Retenciones FAOV Empleados;2da quincena mes 09-2024;;5,2;Nom
30/9/2024;92;2141001;Aportes IVSS Y SPF ;2da quincena mes 09-2024;;57,2;Nom
30/9/2024;92;2141002;Aportes FAOV ;2da quincena mes 09-2024;;10,4;Nom
30/9/2024;92;2141003;Aportes INCES ;2da quincena mes 09-2024;;10,4;Nom
30/9/2024;92;2161004;Vacaciones por pagar;2da quincena mes 09-2024;;21,66666667;Nom
30/9/2024;92;2161005;Utilidades por pagar;2da quincena mes 09-2024;;43,33333333;Nom
30/9/2024;92;2241001;Prestaciones Sociales por Pagar;2da quincena mes 09-2024;;109,2;Nom
30/9/2024;92;2161001;Nomina por Pagar;2da quincena mes 09-2024;;6.352,20;Nom
30/9/2024;92;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;820,91;;Bdv
30/9/2024;92;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;23.650,00;;Bdv
30/9/2024;92;2124010;Impuesto de protección a las pensiones por pagar;PLANILLA 99019;3.087,63;;Bdv
30/9/2024;92;1111001;Caja Principal;REINTEGRO 10$;380;;Bdv
30/9/2024;92;5132010;mantenimiento equipos control de acceso vehicular;TRANSF MIREYA DE MACIAS;6.450,00;;Bdv
30/9/2024;92;5131016;Trabajos a Destajo;PAGO MIGUELINA LIMPIEZA DE OFICINA;1.290,00;;Bdv
30/9/2024;92;5132022;tickets codigo barra ;PAGO DE ROLLOS DE PUNTO DE VENTA;1.230,00;;Bdv
30/9/2024;92;2141002;Aportes FAOV ;BANAVIH;27,3;;Bdv
30/9/2024;92;2141001;Aportes IVSS Y SPF ;IVSS;181,54;;Bdv
30/9/2024;92;2121003;IVA por Pagar;PLANILLA 99030;13.118,76;;Bdv
30/9/2024;92;5131006;Bonificaciones Contractuales             ;TRANSF XXXXX;6.450,00;;Bdv
30/9/2024;92;5131006;Bonificaciones Contractuales             ;TRANSF XXXXX;1.760,00;;Bdv
30/9/2024;92;5131006;Bonificaciones Contractuales             ;TRANSF XXXXX;1.700,00;;Bdv
30/9/2024;92;1112003;Banco de Venezuela;transferencias realizadas;;60.146,14;Bdv
30/9/2024;92;1112003;Banco de Venezuela;transferencias recibidas;60.137,79;;Bdv
30/9/2024;92;1111001;Caja Principal;TRASNF DESDE  BANCAMIGA;;8.500,00;Bdv
30/9/2024;92;1111001;Caja Principal;TRANSF DESDE BANESCO ;;3.000,00;Bdv
30/9/2024;92;1111001;Caja Principal;TICKET;;9.000,00;Bdv
30/9/2024;92;1111001;Caja Principal;TRANSF DESDE BANCAMIGA;;30.700,00;Bdv
30/9/2024;92;1111001;Caja Principal;PAGO DIRECTO;;8.937,79;Bdv
30/9/2024;92;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;155,11;;Banesco
30/9/2024;92;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;7.251,00;;Banesco
30/9/2024;92;2114001;Cuentas por Pagar Directivos;PAGO ELECTRIDAD APTO;188,24;;Banesco
30/9/2024;92;6121021;Consumo de Electricidad                               ;PAGO ELECTRIDAD OFIC;1.148,82;;Banesco
30/9/2024;92;6121019;Teléfono - Celulares                              ;PAGO CANTV;492,85;;Banesco
30/9/2024;92;1111001;Caja Principal;TRANSF BCO VZLA;1.900,00;;Banesco
30/9/2024;92;1111001;Caja Principal;1000 BCO VZLA 500 XXXXX;1.500,00;;Banesco
30/9/2024;92;1112001;Banco Banesco;transferencias realizadas;;12.636,02;Banesco
30/9/2024;92;1112001;Banco Banesco;transferencias recibidas;12.620,75;;Banesco
30/9/2024;92;1111001;Caja Principal;PUESTO FIJO FACTOR 650;;1.850,00;Banesco
30/9/2024;92;1111001;Caja Principal;PUESTTO FIJO DEPICAR;;2.760,75;Banesco
30/9/2024;92;1111001;Caja Principal;TICKET;;8.010,00;Banesco
30/9/2024;92;6121040;Gastos de Bancarios y Pasarelas de pago                    ;COM;2.365,24;;bancaAmiga
30/9/2024;92;2114001;Cuentas por Pagar Directivos;RETIRO XXXXX;27.217,62;;bancaAmiga
30/9/2024;92;1111001;Caja Principal;TRANSF A BCO VZLA;9.400,00;;bancaAmiga
30/9/2024;92;1111001;Caja Principal;TRAANSF BCO VZLA;1.400,00;;bancaAmiga
30/9/2024;92;1111001;Caja Principal;TRANSF BCO VZLA;23.800,00;;bancaAmiga
30/9/2024;92;1111001;Caja Principal;REINTEGRO 10%;74;;bancaAmiga
30/9/2024;92;2111002;Obliganciones Bancarias BancaAmiga;PAGO DE CREDITO;11.674,79;;bancaAmiga
30/9/2024;92;5131006;Bonificaciones Contractuales             ;TRANSF XXXXX;1.500,00;;bancaAmiga
30/9/2024;92;5131006;Bonificaciones Contractuales             ;TRANSF XXXXX;6.450,00;;bancaAmiga
30/9/2024;92;5131006;Bonificaciones Contractuales             ;TRANSF XXXXX;1.000,00;;bancaAmiga
30/9/2024;92;6121023;Comidas, Viajes y Traslados                       ;COMPRA DE AGUA POTABLE;80;;bancaAmiga
30/9/2024;92;2114001;Cuentas por Pagar Directivos;90O XXXXX  2500 XXXXX;3.400,00;;bancaAmiga
30/9/2024;92;2114001;Cuentas por Pagar Directivos;TRANSF XXXXX 2460 Y XXXXX 4260;6.150,00;;bancaAmiga
30/9/2024;92;1112002;Banco BancaAmiga;transferencias realizadas;;94.511,65;bancaAmiga
30/9/2024;92;1112002;Banco BancaAmiga;transferencias recibidas;94.537,59;;bancaAmiga
30/9/2024;92;1111001;Caja Principal;LIQUIDACION DE PUNTO;;82.960,80;bancaAmiga
30/9/2024;92;1111001;Caja Principal;PAGO DIRECTO;;7.427,22;bancaAmiga
30/9/2024;92;1111001;Caja Principal;NOTA DE CREDITO;;297,62;bancaAmiga
30/9/2024;92;1111001;Caja Principal;PAGO DE MARTIN;;920,25;bancaAmiga
30/9/2024;92;1111001;Caja Principal;PAGO DE EDEN;;2.760,00;bancaAmiga
30/9/2024;92;4141003;Ingresos Otros;INT;;171,7;bancaAmiga
30/9/2024;92;5131006;Bonificaciones Contractuales             ;PASAJES DE EMPLEADOS SEMANAS DEL 20 Y 27;900;;efectivo
30/9/2024;92;2114001;Cuentas por Pagar Directivos;PASAJES DE EMPLEADOS SEMANAS DEL 20 Y 27;;900;efectivo
30/9/2024;92;5131016;Trabajos a Destajo;LIMPIEZA DE OFICINA DIAS ,17,19,24 Y 26 30$;1.090,00;;efectivo
30/9/2024;92;2114001;Cuentas por Pagar Directivos;LIMPIEZA DE OFICINA DIAS ,17,19,24 Y 26 30$;;1.090,00;efectivo
30/9/2024;92;2114010;Otras Cuentas por Pagar ;pago facturas varias;16.350,88;;pago
30/9/2024;92;2114001;Cuentas por Pagar Directivos;pago facturas varias;;16.350,88;pago
30/9/2024;92;2161001;Nomina por Pagar;pago quincena;16.375,60;;pago
30/9/2024;92;2114001;Cuentas por Pagar Directivos;pago quincena;;16.375,60;pago
30/9/2024;92;2114010;Otras Cuentas por Pagar ;pago de facturas varias;9.640,53;;pago
30/9/2024;92;2114001;Cuentas por Pagar Directivos;pago de facturas varias;;9.640,53;pago
15/10/2024;93;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;298,65;;71991
15/10/2024;93;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;298,65;71991
15/10/2024;93;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;523,12;;70967
15/10/2024;93;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;523,12;70967
15/10/2024;93;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;2.916,10;;54992
15/10/2024;93;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;2.916,10;54992
15/10/2024;93;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;133,14;;60751
15/10/2024;93;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;133,14;60751
15/10/2024;93;6121018;Aseo Urbano                      ;INVERSIONES FOSPUCA BARUTA, C.A. ;6.742,65;;1000298129
15/10/2024;93;1141001;Crédito Fiscal IVA Compras;INVERSIONES FOSPUCA BARUTA, C.A. ;1.078,82;;1000298129
15/10/2024;93;2124009;IVA Retenido a Proveedores;INVERSIONES FOSPUCA BARUTA, C.A. ;;809,12;2,02E+13
15/10/2024;93;2122003;ISLR Retenido a Proveedores;INVERSIONES FOSPUCA BARUTA, C.A. ;;134,85;1000298129
15/10/2024;93;2114010;Otras Cuentas por Pagar ;INVERSIONES FOSPUCA BARUTA, C.A. ;;6.877,50;1000298129
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.595,44;120
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;895,27;120
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;6.490,71;;120
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.354,07;121
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.016,65;121
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;7.370,72;;121
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.448,80;122
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.031,81;122
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;7.480,61;;122
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.354,15;123
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.016,66;123
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;7.370,81;;123
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;3.026,11;124
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;484,18;124
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;3.510,29;;124
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;948,3;125
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;151,73;125
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;1.100,03;;125
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.500,72;126
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;880,12;126
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;6.380,84;;126
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.733,39;127
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.077,34;127
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;7.810,73;;127
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.259,41;128
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.001,51;128
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;7.260,92;;128
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;8.060,89;129
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.289,74;129
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;9.350,63;;129
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.595,54;130
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;895,29;130
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;6.490,83;;130
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.836,46;131
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;773,83;131
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;5.610,29;;131
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;948,37;132
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;151,74;132
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;1.100,11;;132
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.500,66;133
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.040,11;133
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;7.540,77;;133
15/10/2024;93;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;9.000,96;134
15/10/2024;93;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.440,15;134
15/10/2024;93;1111001;Caja Principal;RESUMEN DEL DIA;10.441,11;;134
15/10/2024;93;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;INVERSIONES DAS 2022,C.A.;;3.087,28;22764
15/10/2024;93;2121001;Débito Fiscal IVA;INVERSIONES DAS 2022,C.A.;;493,96;22764
15/10/2024;93;1141002;Retención 75% IVA Clientes;INVERSIONES DAS 2022,C.A.;370,47;;22764
15/10/2024;93;1142001;ISLR Retenido por Clientes;INVERSIONES DAS 2022,C.A.;61,75;;22764
15/10/2024;93;1111003;Caja en Moneda Extranjera;INVERSIONES DAS 2022,C.A.;107,44;;22764
15/10/2024;93;2124007;IGTF Percibido de clientes;INVERSIONES DAS 2022,C.A.;;107,44;22764
15/10/2024;93;1111001;Caja Principal;INVERSIONES DAS 2022,C.A.;3.149,02;;22764
15/10/2024;93;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;CORPORACION PAYTECH C.A.;;7.451,06;22765
15/10/2024;93;2121001;Débito Fiscal IVA;CORPORACION PAYTECH C.A.;;1.192,17;22765
15/10/2024;93;1141002;Retención 75% IVA Clientes;CORPORACION PAYTECH C.A.;894,13;;2,02E+11
15/10/2024;93;1142001;ISLR Retenido por Clientes;CORPORACION PAYTECH C.A.;149,01;;2,02E+11
15/10/2024;93;6121040;Gastos de Bancarios y Pasarelas de pago                    ;CORPORACION PAYTECH C.A.;172,86;;22765
15/10/2024;93;1111001;Caja Principal;CORPORACION PAYTECH C.A.;7.427,23;;22765
15/10/2024;93;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;CORPORACION PAYTECH C.A.;;12.175,95;22766
15/10/2024;93;2121001;Débito Fiscal IVA;CORPORACION PAYTECH C.A.;;1.948,15;22766
15/10/2024;93;1141002;Retención 75% IVA Clientes;CORPORACION PAYTECH C.A.;1.461,11;;2,02E+11
15/10/2024;93;1142001;ISLR Retenido por Clientes;CORPORACION PAYTECH C.A.;243,52;;2,02E+11
15/10/2024;93;6121040;Gastos de Bancarios y Pasarelas de pago                    ;CORPORACION PAYTECH C.A.;282,48;;22766
15/10/2024;93;1111001;Caja Principal;CORPORACION PAYTECH C.A.;12.136,99;;22766
15/10/2024;93;5131001;Sueldos Empleados                                ;1ra QUINCENA MES 10-2024;455;;Nomina
15/10/2024;93;5131005;Bono de Alimentación                     ;1ra QUINCENA MES 10-2024;5.443,20;;Nomina
15/10/2024;93;5131008;Prestaciones Sociales-Antiguedad               ;1ra QUINCENA MES 10-2024;95,55;;Nomina
15/10/2024;93;5131009;Vacaciones                                        ;1ra QUINCENA MES 10-2024;18,95833333;;Nomina
15/10/2024;93;5131010;Utilidades;1ra QUINCENA MES 10-2024;37,91666667;;Nomina
15/10/2024;93;5131012;Aporte IVSS;1ra QUINCENA MES 10-2024;50,05;;Nomina
15/10/2024;93;5131013;Aporte I.N.C.E                                    ;1ra QUINCENA MES 10-2024;9,1;;Nomina
15/10/2024;93;5131014;Aporte FAOV                                     ;1ra QUINCENA MES 10-2024;9,1;;Nomina
15/10/2024;93;2131002;Retenciones IVSS Empleados;1ra QUINCENA MES 10-2024;;18,2;Nomina
15/10/2024;93;2131003;Retenciones SPF Empleados;1ra QUINCENA MES 10-2024;;2,275;Nomina
15/10/2024;93;2131004;Retenciones FAOV Empleados;1ra QUINCENA MES 10-2024;;4,55;Nomina
15/10/2024;93;2141001;Aportes IVSS Y SPF ;1ra QUINCENA MES 10-2024;;50,05;Nomina
15/10/2024;93;2141002;Aportes FAOV ;1ra QUINCENA MES 10-2024;;9,1;Nomina
15/10/2024;93;2141003;Aportes INCES ;1ra QUINCENA MES 10-2024;;9,1;Nomina
15/10/2024;93;2161004;Vacaciones por pagar;1ra QUINCENA MES 10-2024;;18,95833333;Nomina
15/10/2024;93;2161005;Utilidades por pagar;1ra QUINCENA MES 10-2024;;37,91666667;Nomina
15/10/2024;93;2241001;Prestaciones Sociales por Pagar;1ra QUINCENA MES 10-2024;;95,55;Nomina
15/10/2024;93;2161001;Nomina por Pagar;1ra QUINCENA MES 10-2024;;5.873,18;Nomina
15/10/2024;93;5131006;Bonificaciones Contractuales             ;bono quincenal;28.071,15;;Nomina
15/10/2024;93;2161001;Nomina por Pagar;bono quincenal;;28.071,15;Nomina
15/10/2024;93;2121001;Débito Fiscal IVA;Iva quincenal;16.780,41;;Iva
15/10/2024;93;1141001;Crédito Fiscal IVA Compras;Iva quincenal;;1.078,82;Iva
15/10/2024;93;1141002;Retención 75% IVA Clientes;Iva quincenal;;2.725,71;Iva
15/10/2024;93;2121003;IVA por Pagar;Iva quincenal;;12.975,88;Iva
15/10/2024;93;1142004;ISLR Otros;Islr 1%;1.048,78;;Islr
15/10/2024;93;2124004;Islr 1% por pagar;Islr 1%;;1.048,78;Islr
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;H2, C.A.;591,36;;1091
31/10/2024;94;2114010;Otras Cuentas por Pagar ;H2, C.A.;;591,36;1091
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;GRUPO CSL, C.A.;1.328,58;;27730
31/10/2024;94;2114010;Otras Cuentas por Pagar ;GRUPO CSL, C.A.;;1.328,58;27730
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;MOROPO1120, C.A. ;391,8;;13188
31/10/2024;94;2114010;Otras Cuentas por Pagar ;MOROPO1120, C.A. ;;391,8;13188
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;378;;44410
31/10/2024;94;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;378;44410
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;717,73;;45507
31/10/2024;94;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;717,73;45507
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;520,18;;72949
31/10/2024;94;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;520,18;72949
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;1.307,46;;73276
31/10/2024;94;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;1.307,46;73276
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;FARMATODO, C.A. ;1.018,11;;43819
31/10/2024;94;2114010;Otras Cuentas por Pagar ;FARMATODO, C.A. ;;1.018,11;43819
31/10/2024;94;6121023;Comidas, Viajes y Traslados                       ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;178,81;;73047
31/10/2024;94;2114010;Otras Cuentas por Pagar ;EXCELSIOR GAMA SUPERMERCADOS, C.A. ;;178,81;73047
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.750,52;135
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.240,08;135
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;8.990,60;;135
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;9.457,34;136
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.513,17;136
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;10.970,51;;136
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.683,34;137
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;909,33;137
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;6.592,67;;137
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;8.484,37;138
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.357,50;138
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;9.841,87;;138
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;1.551,77;139
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;248,28;139
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;1.800,05;;139
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.517,76;140
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.042,84;140
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;7.560,60;;140
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.966,60;141
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;794,66;141
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;5.761,26;;141
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.414,29;142
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.026,29;142
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;7.440,58;;142
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.517,72;143
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.042,84;143
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;7.560,56;;143
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.965,99;144
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;794,56;144
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;5.760,55;;144
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;4.554,35;145
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;728,7;145
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;5.283,05;;145
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;3.923,18;146
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;627,71;146
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;4.550,89;;146
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;5.193,20;147
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;830,91;147
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;6.024,11;;147
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;6.948,74;148
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.111,80;148
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;8.060,54;;148
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;8.293,65;149
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.326,98;149
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;9.620,63;;149
31/10/2024;94;4112003;Ingresos por Servicios Sector Privado Ptos. Variables;RESUMEN DEL DIA;;7.845,34;150
31/10/2024;94;2121001;Débito Fiscal IVA;RESUMEN DEL DIA;;1.255,25;150
31/10/2024;94;1111001;Caja Principal;RESUMEN DEL DIA;9.100,59;;150
31/10/2024;94;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;SOCIEDAD CIVIL CLINICA ODONTOLOGICA LAS COLINAS;;5.707,10;22767
31/10/2024;94;2121001;Débito Fiscal IVA;SOCIEDAD CIVIL CLINICA ODONTOLOGICA LAS COLINAS;;913,14;22767
31/10/2024;94;1111001;Caja Principal;SOCIEDAD CIVIL CLINICA ODONTOLOGICA LAS COLINAS;198,61;;22767
31/10/2024;94;2124007;IGTF Percibido de clientes;SOCIEDAD CIVIL CLINICA ODONTOLOGICA LAS COLINAS;;198,61;22767
31/10/2024;94;1111001;Caja Principal;SOCIEDAD CIVIL CLINICA ODONTOLOGICA LAS COLINAS;6.620,24;;22767
31/10/2024;94;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;CLUB GASTRONOMICO DEPICAR CCS, C.A.;;2.531,91;22768
31/10/2024;94;2121001;Débito Fiscal IVA;CLUB GASTRONOMICO DEPICAR CCS, C.A.;;405,11;22768
31/10/2024;94;1111001;Caja Principal;CLUB GASTRONOMICO DEPICAR CCS, C.A.;2.937,02;;22768
31/10/2024;94;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;INVERSIONES DAS 2022,C.A.;;3.479,72;22769
31/10/2024;94;2121001;Débito Fiscal IVA;INVERSIONES DAS 2022,C.A.;;556,76;22769
31/10/2024;94;1111001;Caja Principal;INVERSIONES DAS 2022,C.A.;4.036,48;;22769
31/10/2024;94;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;FACTOR 650, C.A;;1.799,12;22770
31/10/2024;94;2121001;Débito Fiscal IVA;FACTOR 650, C.A;;287,86;22770
31/10/2024;94;1111001;Caja Principal;FACTOR 650, C.A;2.086,98;;22770
31/10/2024;94;4112004;Ingresos por Servicios Sector Privado Ptos. Fijos;CORPORACION PAYTECH C.A.;;12.895,51;22771
31/10/2024;94;2121001;Débito Fiscal IVA;CORPORACION PAYTECH C.A.;;2.063,28;22771
31/10/2024;94;1141002;Retención 75% IVA Clientes;CORPORACION PAYTECH C.A.;1.547,46;;22771
31/10/2024;94;1142001;ISLR Retenido por Clientes;CORPORACION PAYTECH C.A.;257,91;;22771
